ID,Name,Team,Pos,Value,1_xMins,1_Pts,2_xMins,2_Pts,3_xMins,3_Pts,4_xMins,4_Pts,5_xMins,5_Pts,6_xMins,6_Pts,total_pts
23490.0,Ben Davies,TOT,D,4.5,6,0.18061541559629535,10,0.2929940089741141,12,0.2274222836324868,12,0.17481828533816093,14,0.4056507599394991,16,0.3794280695162576,1.660928822996814
186823.0,Wesley Fofana,CHE,D,5.0,3,0.042388554009291174,6,0.1564481382570411,9,0.24070571497343587,13,0.281361705071745,18,0.4351355000029709,19,0.47402931261470976,1.6300689249291938
139208.0,Adam Webster,BHA,D,4.5,9,0.20724745895647612,12,0.30031927289192006,12,0.1386834697360226,13,0.4254985624663775,13,0.331124779982714,13,0.20630047048951017,1.6091740145230204
3556530.0,Giovani Lo Celso,TOT,M,5.0,6,0.19439478582366765,9,0.285137469985396,9,0.2330968844621214,10,0.18406538397197453,11,0.35825481262483333,12,0.3506514128963599,1.6056007497643527
2268244.0,Carlos Vinícius,FUL,F,5.0,4,0.1501450598899105,5,0.2307487044461853,6,0.2571077035073918,8,0.36179674434667397,8,0.310176846748574,8,0.28020354535934616,1.5901786042980817
3762527.0,Romain Faivre,BOU,M,4.5,5,0.161188080699552,8,0.2805742068751673,9,0.2924272372357789,8,0.2687174310798863,9,0.23381172581816925,8,0.3519509578098137,1.5886696395183675
230975.0,Joe Worrall,FOR,D,4.0,7,0.16711435775172606,9,0.23478031034439925,11,0.3054817611126962,14,0.15881024989635245,16,0.31721709344990656,15,0.39055382385822895,1.5739575964133095
2930176.0,Hamed Junior Traorè,BOU,M,4.5,7,0.20136847947067432,9,0.2746404813778702,9,0.2617371564308977,9,0.26323298829623637,9,0.206486905274207,9,0.34654238953729943,1.554008400387185
2087563.0,Rico Lewis,MCI,D,5.0,4,0.11474739871606063,6,0.2860524487574706,6,0.21566137390355933,8,0.3241218761397903,9,0.2353381203959799,10,0.29234950565897194,1.4682707235718329
192204.0,Mads Roerslev,BRE,D,4.5,7,0.17823301677375986,7,0.09353266434860116,12,0.36927538252108716,13,0.1347368096673558,14,0.23587134471724047,13,0.35524294197283657,1.366892160000881
184652.0,Ki-Jana Hoever,WOL,D,4.0,14,0.1200482116731121,19,0.31021607638015514,22,0.4391890334667892,9,0.16262326033890026,10,0.17655040819075077,12,0.15271703290167438,1.3613440229513816
3640757.0,Lewis Dobbin,AVL,M,4.5,5,0.16202395121787388,6,0.11572720018084723,7,0.2358364883066063,8,0.2619435432554398,7,0.25597856672496544,9,0.3206851439059394,1.352194893591672
192744.0,Oliver Skipp,TOT,M,4.5,8,0.1943169201162411,10,0.23707026321314784,10,0.18742337608676066,11,0.15779114298733377,12,0.2842073283138571,12,0.25927624983672215,1.3200852805540628
88496.0,Conor Coady,LEI,D,4.0,7,0.11570073620369732,10,0.19184260811174797,13,0.24109019016446598,16,0.28289934437265185,16,0.3605581924931339,18,0.11830718566912693,1.3103982570148238
23448.0,Łukasz Fabiański,WHU,G,4.0,3,0.1164484866035348,3,0.1211977155146918,5,0.20316410140159058,7,0.28884704286478824,6,0.23237585896656515,8,0.3173926195941174,1.2794258249452881
3645684.0,Jesuran Rak Sakyi,CRY,M,4.5,5,0.16345874725000709,5,0.1979796470100188,5,0.14439598158565142,6,0.2461376438322892,6,0.2237039362387849,8,0.25418461421866523,1.2298605701354166
3879573.0,George Edmundson,IPS,D,4.0,10,0.09410293045622044,14,0.06028082404400521,13,0.28117087197447493,15,0.21925620675510465,14,0.29180037156138067,16,0.26541248110155696,1.212023685892743
3879493.0,Samuel Iling-Junior,AVL,M,5.0,5,0.14348499396418188,6,0.10604959138231992,8,0.24006335545891017,7,0.2033930424412767,8,0.25560731699868944,7,0.22217899328645987,1.1707772935318381
23018.0,Joel Ward,CRY,D,4.5,4,0.08500133921339123,7,0.1759425957978989,9,0.13208162596806713,9,0.254660720294637,11,0.25093694344486295,11,0.2371443259923783,1.1357675507112355
257275.0,Emerson,TOT,D,4.5,4,0.11063778865336768,7,0.18746095490012438,8,0.13887478243824908,10,0.13339598722276225,12,0.3146222334492647,10,0.21816436478501516,1.1031561114487833
2624511.0,Yehor Yarmoliuk,BRE,M,4.5,4,0.1002597002700904,5,0.08709133688803816,8,0.2437666059918267,9,0.13768646508686716,10,0.2130653729834505,10,0.2852825198931148,1.0671520011133877
221680.0,Carney Chukwuemeka,CHE,M,5.0,3,0.06751182809012456,4,0.14378021753283102,5,0.18180732342856198,6,0.19152725311633212,6,0.217945536618338,7,0.2489899336618035,1.0515620924479911
3652624.0,Luke Harris,FUL,M,4.5,4,0.11871376255680205,4,0.14688570332562859,5,0.17383065902852315,5,0.17633986774537916,7,0.2070419279477903,7,0.19871276113755687,1.02152468174168
283053.0,Christian Eriksen,MUN,M,5.5,3,0.09067223571674513,5,0.124769880847014,6,0.12901699356382865,7,0.21533734179769778,9,0.23259643295426352,8,0.212873525503461,1.0052664103830102
2893237.0,Jakub Kiwior,ARS,D,5.5,4,0.16789562931126886,5,0.15341664336672517,5,0.18725678942721327,5,0.14426574814048926,4,0.0890761083090593,6,0.2606212183973705,1.0025321369521263
140080.0,Aaron Ramsdale,ARS,G,5.0,2,0.08641575014829117,3,0.11562628348164829,4,0.1660550338334532,4,0.15256318409096278,6,0.21799096369737214,6,0.2631079560223161,1.0017591712740437
182752.0,Fábio Silva,WOL,F,5.0,4,0.08104809070271654,4,0.13683134374399172,5,0.16709628213395192,6,0.2162870169052016,6,0.204241347516542,6,0.1757199313841166,0.9812240123865204
1783661.0,Roméo Lavia,CHE,M,4.5,5,0.07298846755856216,7,0.16713276530412793,7,0.16699533655247467,8,0.17135297770509014,8,0.19391466449568226,8,0.17967669243419995,0.9520609040501371
3879575.0,Christian Walton,IPS,G,4.5,1,0.038256513830868956,3,0.13463522416350185,4,0.14730283002446978,5,0.20405276756739393,6,0.2334167028456361,5,0.1763517424143301,0.9340157808462006
3879497.0,Chadi Riad,CRY,D,4.5,4,0.09213321267204899,5,0.13728401623706799,7,0.11730291111758996,7,0.21412313132655938,7,0.17586092930437866,8,0.18630375741669242,0.9230079580743373
3879513.0,Shea Charles,SOU,M,4.5,4,0.06744090557016968,6,0.12777482181684335,7,0.1410182514575597,8,0.17672488927090102,8,0.22052787107304772,9,0.17260130663041554,0.906088045818937
184661.0,Sergio Reguilón,TOT,D,5.0,5,0.1515476281173711,5,0.148622361522656,5,0.10012783409080415,6,0.08864871007048238,7,0.20659203179079436,8,0.1959526021045275,0.8914911676966355
92413.0,Leander Dendoncker,AVL,M,4.5,5,0.12626724326061448,7,0.11064371322028063,8,0.21212436893308656,7,0.17971041813552976,5,0.13827386121567545,4,0.11306890769800243,0.8800885124631892
23378.0,Michael Keane,EVE,D,4.0,2,0.054157899192967346,4,0.08072935005572096,5,0.13785243019633592,8,0.1744923117370671,7,0.20742801395615984,8,0.22540023496311906,0.8800602401013702
228177.0,Jadon Sancho,MUN,M,6.5,4,0.15510258802366994,3,0.09539041210067083,3,0.08505961423299455,4,0.15677181764659026,5,0.1618234668369035,5,0.1758407754670974,0.8299886743079264
1954996.0,Daniel Iversen,LEI,G,4.0,1,0.03622880453145278,2,0.07967256809231152,4,0.1422466934286424,5,0.1910381300732861,5,0.17813127075824522,5,0.19582952940553205,0.82314699628947
3879492.0,Enzo Barrenechea,AVL,M,4.5,5,0.12191174415374073,7,0.10639447896201995,9,0.2309776755466625,6,0.1490717427659984,3,0.07994502750198068,4,0.109812058183393,0.7981127271137953
3879581.0,Cameron Humphreys,IPS,M,4.5,4,0.05919981072762792,5,0.06997133230428995,6,0.13624688060666595,8,0.15597367080866287,8,0.18578862640402305,9,0.18126971384344173,0.7884500346947114
2253849.0,Sasa Kalajdzic,WOL,F,5.0,0,0.0,3,0.11079645289583245,5,0.17832770495784508,5,0.19448923657149392,4,0.14519067824791618,5,0.15642377959084647,0.785227852263934
2207564.0,Stefan Bajcetic,LIV,M,4.5,2,0.06489444752024467,3,0.09409597242274345,4,0.11141483640347434,5,0.15099631079159778,6,0.1803111619091325,6,0.1760767123281004,0.777789441375293
