Pos,ID,Name,BV,SV,Team,1_xMins,1_Pts,2_xMins,2_Pts,3_xMins,3_Pts,4_xMins,4_Pts,5_xMins,5_Pts,6_xMins,6_Pts,7_xMins,7_Pts,8_xMins,8_Pts,9_xMins,9_Pts,10_xMins,10_Pts,11_xMins,11_Pts,12_xMins,12_Pts
M,249.0,Saša Lukić,4.5,4.5,Fulham,80,2.49188036679444,77,2.80271021432972,74,2.6791065286653346,73,2.603211569234667,73,2.286192059586429,73,2.2899729747810924,0,0,0,0,0,0,0,0,0,0,0,0
D,245.0,Issa Diop,4.5,4.5,Fulham,91,2.122697912425969,88,3.177499428662765,86,2.964432012651981,86,2.710519550957963,84,1.888870057139624,84,2.192910119949484,0,0,0,0,0,0,0,0,0,0,0,0
M,264.0,Wes Burns,5.0,5.0,Ipswich,73,2.5122640134589287,69,1.9398309388069537,67,2.903279428120861,65,2.327601434560149,65,2.7185631998682065,62,2.582393563889536,0,0,0,0,0,0,0,0,0,0,0,0
D,422.0,Ola Aina,4.5,4.5,Nott'm Forest,85,2.7447254547721878,83,2.8581602602035168,80,3.0483278505547093,78,1.2449208424225175,77,2.147857171086732,77,2.7984363402773984,0,0,0,0,0,0,0,0,0,0,0,0
D,395.0,Dan Burn,5.5,5.5,Newcastle,81,3.5300325415538305,78,2.331172294753296,77,2.307043605142363,74,2.6574256339249707,72,2.424048484859256,72,1.591288357651984,0,0,0,0,0,0,0,0,0,0,0,0
M,222.0,Idrissa Gana Gueye,4.5,4.5,Everton,75,2.544768761730185,73,2.2640362684969277,72,2.5336739547950944,72,2.31699783377442,72,2.6189355080432413,71,2.513539779274096,0,0,0,0,0,0,0,0,0,0,0,0
M,95.0,Mathias Jensen,5.5,5.5,Brentford,68,2.7194761530208464,67,2.166569531135518,64,2.925794614195633,62,1.8773071663735748,62,2.250305543215788,62,2.720951370815206,0,0,0,0,0,0,0,0,0,0,0,0
M,206.0,Jefferson Lerma,4.5,4.5,Crystal Palace,68,2.433525816643993,66,2.6125036882270964,66,2.1482065234585863,65,2.66929667689716,64,2.4455189560880943,63,2.3092281307870475,0,0,0,0,0,0,0,0,0,0,0,0
D,144.0,Jan Paul van Hecke,4.5,4.5,Brighton,90,2.603479988690698,88,2.790339429228509,85,1.2685915144182007,83,3.572426331091511,82,2.795307634450124,81,1.5881172294042152,0,0,0,0,0,0,0,0,0,0,0,0
M,278.0,Sam Morsy,5.0,5.0,Ipswich,90,2.2886041770952774,88,2.0900756882142195,87,2.790075318290949,86,2.343665964856243,84,2.642527895466848,83,2.4330826459071204,0,0,0,0,0,0,0,0,0,0,0,0
G,347.0,Ederson,6.0,6.0,Man City,75,3.403966900920995,61,3.800380436270027,45,1.890110876578068,43,1.8450409187675847,46,1.7824511362981228,45,1.7528430577513674,0,0,0,0,0,0,0,0,0,0,0,0
F,306.0,Jamie Vardy,6.0,6.0,Leicester,57,2.6791073174093114,56,2.4594906991893435,57,2.671851568098756,55,2.251153448175627,57,2.694122273723869,54,1.7131355401467632,0,0,0,0,0,0,0,0,0,0,0,0
M,346.0,Jeremy Doku,6.5,6.5,Man City,52,2.539411732070652,50,3.411523355834223,48,2.5926333237984647,47,2.520951633870354,45,1.5212037361317767,45,1.872942643980055,0,0,0,0,0,0,0,0,0,0,0,0
M,429.0,Danilo,4.5,4.5,Nott'm Forest,67,2.5158557905788097,66,2.5789468519967307,65,2.640200961802281,62,1.9282803679292908,64,2.224482005389867,64,2.5397436970543823,0,0,0,0,0,0,0,0,0,0,0,0
M,450.0,Carlos Alcaraz,4.5,4.5,Southampton,64,2.189976171298797,63,2.4794539972876275,62,2.2942457003539496,60,2.447485718671821,61,2.816059981447196,60,2.169639957069751,0,0,0,0,0,0,0,0,0,0,0,0
D,404.0,Lloyd Kelly,5.0,5.0,Newcastle,82,3.3856554833759214,80,2.2435037316953514,79,2.193394361025944,77,2.5919955609911915,78,2.42645953822627,76,1.538144260301947,0,0,0,0,0,0,0,0,0,0,0,0
D,418.0,Kieran Trippier,6.0,6.0,Newcastle,73,3.84907321572657,63,2.351133065684453,53,2.1276213308923206,54,2.424681827421449,52,2.1744348482106943,51,1.4409338020760474,0,0,0,0,0,0,0,0,0,0,0,0
D,241.0,Calvin Bassey,4.5,4.5,Fulham,89,2.010784868759504,86,3.0439176732599944,84,2.852049586991644,83,2.5664100079861822,82,1.7705716404925749,83,2.101269127023429,0,0,0,0,0,0,0,0,0,0,0,0
M,94.0,Vitaly Janelt,5.0,5.0,Brentford,71,2.617977070235112,69,2.1016798830003838,70,2.874461444891418,66,1.9189043059097404,66,2.2100999792420697,64,2.569881686764325,0,0,0,0,0,0,0,0,0,0,0,0
D,70.0,Milos Kerkez,4.5,4.5,Bournemouth,78,2.503925577217814,77,2.34664737908475,74,2.5043918880576514,72,2.1622120944250933,71,1.3782758022279973,72,3.3309950007479987,0,0,0,0,0,0,0,0,0,0,0,0
M,452.0,Joe Aribo,4.5,4.5,Southampton,72,2.1650949782296864,71,2.457782745422091,69,2.267007755613306,68,2.426507497731716,68,2.7614068631033524,66,2.128200301269432,0,0,0,0,0,0,0,0,0,0,0,0
F,321.0,Cody Gakpo,7.0,7.0,Liverpool,43,2.14021543515873,46,2.4241800890921774,48,2.501385220695238,47,2.416687821379917,46,2.348975892346815,47,2.2916763488755323,0,0,0,0,0,0,0,0,0,0,0,0
M,320.0,Wataru Endo,5.0,5.0,Liverpool,68,2.607792040193951,66,2.470569595779198,64,2.214086534110464,62,2.310190940741493,61,2.260738692307937,60,2.193203684938568,0,0,0,0,0,0,0,0,0,0,0,0
M,378.0,Kobbie Mainoo,5.5,5.5,Man Utd,77,2.650195650232548,74,2.28259322523676,72,2.0822268675733357,72,2.522915647900956,71,2.271822513523054,69,2.211585163851701,0,0,0,0,0,0,0,0,0,0,0,0
D,219.0,Jarrad Branthwaite,5.0,5.0,Everton,88,2.6016585794518385,86,1.5885653772546515,83,2.5498822416086795,82,1.8121672861454607,81,2.708807792894828,79,2.59843079196478,0,0,0,0,0,0,0,0,0,0,0,0
M,157.0,Moisés Caicedo,5.5,5.5,Chelsea,78,2.012806889011085,75,2.4010347680663817,76,2.4515977587198075,74,2.2457223948702483,76,2.431520831599076,74,2.312693410945037,0,0,0,0,0,0,0,0,0,0,0,0
D,104.0,Ethan Pinnock,4.5,4.5,Brentford,76,2.947326634891948,75,1.4571694650566802,71,3.30025554438455,71,1.2716514723586916,72,1.8630519879117051,71,2.94309074477732,0,0,0,0,0,0,0,0,0,0,0,0
M,254.0,Harrison Reed,4.5,4.5,Fulham,69,2.218280102878326,66,2.472470746076531,64,2.3784389073331105,66,2.3859275217610008,66,2.0991640269391625,62,2.0121565055441297,0,0,0,0,0,0,0,0,0,0,0,0
M,300.0,Wilfred Ndidi,5.0,5.0,Leicester,75,2.450790363065755,72,2.378460033745568,69,2.378887947787542,67,2.1503766133137376,66,2.3778697986604547,66,1.6908385881469663,0,0,0,0,0,0,0,0,0,0,0,0
D,79.0,Marcos Senesi,5.0,5.0,Bournemouth,87,2.3709522092088147,86,2.1277558889745065,83,2.465247613573017,79,1.9279320850519408,80,1.0958560850795684,79,3.2709439705322314,0,0,0,0,0,0,0,0,0,0,0,0
D,506.0,Micky van de Ven,5.0,5.0,Spurs,88,2.805372769806892,86,2.7957977725707344,83,1.508878957188002,82,1.496853903256481,81,2.594379749670508,80,2.0213770469744863,0,0,0,0,0,0,0,0,0,0,0,0
M,553.0,João Gomes,4.5,4.5,Wolves,88,2.01722183374671,85,2.274539706578513,83,2.368791060509704,82,2.2867757561315103,81,2.229011160644327,80,2.0405840447375305,0,0,0,0,0,0,0,0,0,0,0,0
M,23.0,Leandro Trossard,7.5,7.5,Arsenal,42,2.5451575714367136,44,2.054369560244482,43,2.3168994154159748,43,1.9357051908746128,44,1.4701198412308347,44,2.764833681712599,0,0,0,0,0,0,0,0,0,0,0,0
D,163.0,Marc Cucurella,5.0,5.0,Chelsea,74,1.465213234859589,73,2.4977649420850137,69,2.5871090518128828,67,2.006695443138358,65,2.1897951478744204,64,2.317368166095014,0,0,0,0,0,0,0,0,0,0,0,0
D,100.0,Ben Mee,4.5,4.5,Brentford,75,2.811413621336745,71,1.321095492468339,71,3.1829448972054863,72,1.194857548797345,70,1.7266102217038504,68,2.7498059023866834,0,0,0,0,0,0,0,0,0,0,0,0
M,169.0,Conor Gallagher,6.5,6.5,Chelsea,57,2.083067022620641,55,2.5507461843386725,49,2.274072522685985,49,2.07855199800656,48,2.154008521552474,47,1.7789236498975471,0,0,0,0,0,0,0,0,0,0,0,0
D,92.0,Rico Henry,4.0,4.0,Brentford,80,2.815485825974501,78,1.2734682001344493,75,3.190678852996696,75,1.1231051040882074,75,1.687849760280212,73,2.7829586090577787,0,0,0,0,0,0,0,0,0,0,0,0
D,85.0,Illia Zabarnyi,4.5,4.5,Bournemouth,91,2.335012292872769,88,1.99715739381248,86,2.3684692978726205,84,1.8791473440386424,85,1.1535080481026894,85,3.108824733402133,0,0,0,0,0,0,0,0,0,0,0,0
F,389.0,Joshua Zirkzee,6.5,6.5,Man Utd,50,2.490483255843233,50,2.156177584832199,50,2.09488993121278,49,2.4179999329161426,47,1.742246676356369,47,1.9162585188893408,0,0,0,0,0,0,0,0,0,0,0,0
M,259.0,Harry Wilson,5.5,5.5,Fulham,50,2.230347459144803,47,2.181092784201403,47,2.04725763286744,47,2.120308425707196,48,2.129740043516293,48,1.997335996396661,0,0,0,0,0,0,0,0,0,0,0,0
D,52.0,Pau Torres,5.0,5.0,Aston Villa,60,1.9894831733880731,60,1.350628969499842,61,2.337235488751073,57,2.221087537343136,57,2.3939016474382866,56,2.3467984194981266,0,0,0,0,0,0,0,0,0,0,0,0
G,142.0,Jason Steele,4.5,4.5,Brighton,81,3.5952455544950004,79,3.65007174278914,58,2.4610633564694666,27,1.0855823568505358,25,0.8773474978365053,28,0.9659403977413216,0,0,0,0,0,0,0,0,0,0,0,0
F,272.0,George Hirst,5.0,5.0,Ipswich,57,2.188373607433645,53,1.664757143503854,52,2.3935725396862786,50,1.9204650436989656,49,2.1467268554056,52,2.3166726771229262,0,0,0,0,0,0,0,0,0,0,0,0
M,499.0,Pape Matar Sarr,5.0,5.0,Spurs,59,2.324705690518743,59,2.3244802734904395,59,1.9667173694612847,60,1.7115806480062703,56,2.2324084452775588,55,2.0158598911377448,0,0,0,0,0,0,0,0,0,0,0,0
D,362.0,John Stones,6.0,6.0,Man City,48,1.7704440242877857,47,2.394453692688398,48,2.231434790437446,50,2.7238759033841164,47,1.453214688760487,50,1.9683776702180853,0,0,0,0,0,0,0,0,0,0,0,0
D,267.0,Leif Davis,5.0,5.0,Ipswich,85,1.657298310656922,84,0.8530738145740488,83,2.955635759497027,80,1.9893254230602444,80,2.672215564385483,77,2.336095028884309,0,0,0,0,0,0,0,0,0,0,0,0
D,380.0,Lisandro Martínez,5.0,5.0,Man Utd,83,2.6882840723340498,79,1.9523686347072613,79,1.3756772296656,76,2.515473179821797,76,2.0624670175401616,75,1.7865152426204554,0,0,0,0,0,0,0,0,0,0,0,0
F,352.0,Julián Álvarez,7.5,7.5,Man City,20,0.8696695590653856,34,2.1890203218992563,47,2.539992105603309,47,2.811824616952171,45,1.6821429310014024,46,2.2212807695892924,0,0,0,0,0,0,0,0,0,0,0,0
D,194.0,Chris Richards,4.5,4.5,Crystal Palace,53,1.8525172837117645,57,2.356986688187368,55,1.3935506512604283,56,2.6077140577161595,55,2.117060262200297,55,1.9783650307102396,0,0,0,0,0,0,0,0,0,0,0,0
D,387.0,Luke Shaw,5.5,5.5,Man Utd,81,2.723692233016158,77,1.9394687912214008,74,1.3642380479789966,72,2.4834429312038666,71,2.006129306553709,71,1.7817262219210328,0,0,0,0,0,0,0,0,0,0,0,0
G,358.0,Stefan Ortega,5.5,5.5,Man City,20,0.7656384784064298,34,1.565198360874546,48,2.591142527949009,50,2.950201092948885,47,1.9759389556795024,48,2.4020458057441187,0,0,0,0,0,0,0,0,0,0,0,0
D,377.0,Harry Maguire,5.0,5.0,Man Utd,77,2.6712161687289058,75,1.970526323039133,69,1.3682688156676104,70,2.482401320666457,67,1.9839083517482183,65,1.7331593358423834,0,0,0,0,0,0,0,0,0,0,0,0
D,93.0,Aaron Hickey,4.0,4.0,Brentford,83,2.75398415261063,79,1.1217480878946358,76,3.124447834357086,74,0.9737839949783358,73,1.5253717135937153,73,2.6984725356024835,0,0,0,0,0,0,0,0,0,0,0,0
D,369.0,Diogo Dalot,5.5,5.5,Man Utd,65,2.542625460382188,63,1.9350349344794455,62,1.460813262668791,59,2.3521879744669376,61,1.9970073261086847,61,1.8409245722713792,0,0,0,0,0,0,0,0,0,0,0,0
D,32.0,Matty Cash,5.0,5.0,Aston Villa,52,1.9429099699586487,51,1.2165691701920145,49,2.047374152063452,52,2.217682306473071,51,2.3559889946223795,51,2.337069917247953,0,0,0,0,0,0,0,0,0,0,0,0
M,482.0,Yves Bissouma,4.5,4.5,Spurs,71,2.274949172884133,68,2.217264207153878,67,1.828541874287953,66,1.650907059997245,64,2.0891692654347853,66,1.9847760970013717,0,0,0,0,0,0,0,0,0,0,0,0
D,167.0,Axel Disasi,5.0,5.0,Chelsea,62,1.4247418913755563,60,2.256080964479675,58,2.3402969888085066,57,1.8652222332269013,54,1.9467652614543776,52,2.02272187496149,0,0,0,0,0,0,0,0,0,0,0,0
F,375.0,Rasmus Højlund,7.0,7.0,Man Utd,46,2.1625896474690864,46,1.8188051119325843,45,1.6982513781444852,44,2.021260038792921,47,1.9181750307703016,47,2.15658255611004,0,0,0,0,0,0,0,0,0,0,0,0
M,277.0,Massimo Luongo,4.5,4.5,Ipswich,78,1.855467356712236,74,1.6243904620151917,73,2.2606725909148504,71,1.8493122432369449,71,2.146631169056068,71,1.988539263020229,0,0,0,0,0,0,0,0,0,0,0,0
M,511.0,Edson Álvarez,4.5,4.5,West Ham,35,0.6703256445713539,73,2.115014003014898,83,1.9533852593799197,83,2.435625541178677,83,2.1659454244815843,79,2.275279358488534,0,0,0,0,0,0,0,0,0,0,0,0
D,532.0,Kurt Zouma,4.5,4.5,West Ham,76,2.237521287815105,71,2.1153134352255,68,1.3268048606560772,68,2.1288220126341497,64,1.7139884804204797,65,1.9871309613990649,0,0,0,0,0,0,0,0,0,0,0,0
M,403.0,Joelinton,5.5,5.5,Newcastle,62,3.2107835062569987,59,2.4082510541689004,43,1.4983020747257627,46,1.6853405567079087,44,1.5155656169841552,45,1.151877400226156,0,0,0,0,0,0,0,0,0,0,0,0
D,302.0,Ricardo Pereira,4.5,4.5,Leicester,80,1.9677524304453329,75,2.0691076879589905,74,2.125568352996948,73,1.9181312423395829,72,2.522245907551291,70,0.844464851788195,0,0,0,0,0,0,0,0,0,0,0,0
D,238.0,Ashley Young,4.5,4.5,Everton,56,2.085370164321903,55,1.3934022824426953,56,2.1099381595366147,56,1.5919402644251608,52,2.0937769816837037,54,2.1212328404957765,0,0,0,0,0,0,0,0,0,0,0,0
D,461.0,Taylor Harwood-Bellis,4.5,4.5,Southampton,79,1.0992736410111048,77,2.212073142482357,73,1.6905633387657035,72,2.0018180218734853,71,2.777507143576363,72,1.5889646815666252,0,0,0,0,0,0,0,0,0,0,0,0
F,497.0,Richarlison,7.5,7.5,Spurs,44,2.079769720089725,46,2.1835625925604947,44,1.8279003250860169,44,1.332537554697928,42,2.0328970464451084,42,1.843455870361316,0,0,0,0,0,0,0,0,0,0,0,0
D,516.0,Vladimír Coufal,4.5,4.5,West Ham,85,2.122772967026833,83,2.091568513636285,81,1.2175278854577611,78,2.124613225412718,79,1.6797154067936018,78,2.010247543661068,0,0,0,0,0,0,0,0,0,0,0,0
D,291.0,Wout Faes,4.5,4.5,Leicester,90,1.8245600234166337,86,2.02815302418187,85,2.036919783128539,84,1.913537621235268,84,2.5320958117136727,82,0.8235496652549008,0,0,0,0,0,0,0,0,0,0,0,0
D,520.0,Emerson Palmieri,4.5,4.5,West Ham,82,2.089214521058277,79,2.0368083664220653,78,1.1892259738276034,76,2.1081137421677822,75,1.6432883616292533,74,1.962297716258508,0,0,0,0,0,0,0,0,0,0,0,0
M,402.0,Jacob Murphy,5.5,5.5,Newcastle,46,2.335029519291091,46,1.7634047303962062,46,1.9502821618109305,45,1.8679591140924208,46,1.8411838670050145,43,1.263111831327708,0,0,0,0,0,0,0,0,0,0,0,0
D,275.0,Ben Johnson,4.5,4.5,Ipswich,72,1.4633654241889562,69,0.7810657583044129,68,2.535268031330525,66,1.7335725071680292,68,2.355691515951659,67,2.078048801414159,0,0,0,0,0,0,0,0,0,0,0,0
D,476.0,Kyle Walker-Peters,4.5,4.5,Southampton,59,1.1426617638605612,57,1.953204152822117,59,1.6215348537682777,57,1.8633382239564256,57,2.488423077584445,57,1.517777142933391,0,0,0,0,0,0,0,0,0,0,0,0
M,417.0,Sandro Tonali,5.0,5.0,Newcastle,0,0.0,0,0.0,68,2.755981085217995,68,2.810163962977386,67,2.700156669558936,67,2.1880579872335653,0,0,0,0,0,0,0,0,0,0,0,0
D,474.0,Yukinari Sugawara,4.5,4.5,Southampton,54,1.0226359480566145,58,1.971026111962668,57,1.5623478504425763,58,1.882198528385241,56,2.4990041410088124,57,1.4809187990057189,0,0,0,0,0,0,0,0,0,0,0,0
F,289.0,Patson Daka,5.5,5.5,Leicester,44,1.8433567087776848,47,1.885391192908888,45,1.9593804797379903,45,1.631721168828665,45,1.893848522931827,46,1.2012079991724982,0,0,0,0,0,0,0,0,0,0,0,0
D,171.0,Malo Gusto,5.5,5.5,Chelsea,81,1.7760945862507933,79,2.9322055650442924,75,3.029495116872394,33,0.7992732060244394,32,0.8846180646809573,33,0.9540125014992336,0,0,0,0,0,0,0,0,0,0,0,0
F,198.0,Odsonne Édouard,5.5,5.5,Crystal Palace,59,2.6173675505149547,47,2.147393988557564,38,1.2316091897217507,37,1.5917452757600363,37,1.4884736515657144,38,1.2880074801072392,0,0,0,0,0,0,0,0,0,0,0,0
D,533.0,Rayan Aït Nouri,4.5,4.5,Wolves,78,1.0362667677128463,76,1.8957786224749515,75,2.1920860189768434,69,1.8888897132171247,68,1.7503408620064242,65,1.3898947020297496,0,0,0,0,0,0,0,0,0,0,0,0
D,88.0,Nathan Collins,4.5,4.5,Brentford,57,2.158728164318964,57,1.0579264261515733,56,2.4658604892150167,55,0.9545620803944967,55,1.3428948316879668,55,2.1564539266171656,0,0,0,0,0,0,0,0,0,0,0,0
G,146.0,Bart Verbruggen,4.5,4.5,Brighton,0,0.0,0,0.0,24,0.7917859295502656,64,3.526663196097424,66,3.1357205656329867,61,2.6539842347921523,0,0,0,0,0,0,0,0,0,0,0,0
D,81.0,Adam Smith,4.5,4.5,Bournemouth,68,1.8839212418118856,63,1.5728764054978326,61,1.8626256127807532,62,1.4914095213417586,63,0.930571282951664,58,2.3420232399286,0,0,0,0,0,0,0,0,0,0,0,0
D,456.0,Armel Bella Kotchap,4.5,4.5,Southampton,58,1.0347950460870452,57,1.9018345893636317,55,1.4845840052201542,55,1.7587763025190954,55,2.411326537514275,54,1.3859802161527564,0,0,0,0,0,0,0,0,0,0,0,0
M,449.0,Ryan Yates,4.5,4.5,Nott'm Forest,49,1.8143567394190676,49,1.890127759177212,49,1.9458706655672888,50,1.5268477915761622,47,1.285689786644037,47,1.502430050354299,0,0,0,0,0,0,0,0,0,0,0,0
M,480.0,Rodrigo Bentancur,4.5,4.5,Spurs,48,1.8896744412265247,48,1.890229577968713,47,1.3014387637413585,48,1.3343359198842972,50,2.0456325088956144,47,1.4452930891779807,0,0,0,0,0,0,0,0,0,0,0,0
F,2.0,Gabriel Jesus,7.5,7.5,Arsenal,35,1.8946490707219523,34,1.3877368237779557,37,1.7520117343932795,39,1.5687622640373533,39,1.1297443354608323,38,2.12748717659162,0,0,0,0,0,0,0,0,0,0,0,0
D,524.0,Max Kilman,4.5,4.5,West Ham,65,1.8010867477045027,63,1.7873397715365769,65,1.1149329817242832,64,1.8816548043756045,65,1.5006490658974725,63,1.7688226741080029,0,0,0,0,0,0,0,0,0,0,0,0
M,423.0,Elliot Anderson,4.5,4.5,Nott'm Forest,42,1.4249391443941757,43,1.537019577391311,46,1.8013266264957055,45,1.2016573278014566,47,1.5372646131892322,48,2.1299850225580603,0,0,0,0,0,0,0,0,0,0,0,0
F,232.0,Iliman Ndiaye,5.5,5.5,Everton,37,1.3834382503721507,41,1.425543428662556,43,1.7044558625997526,43,1.560756577993317,43,1.719469192498048,44,1.7279094191869189,0,0,0,0,0,0,0,0,0,0,0,0
D,45.0,Ian Maatsen,5.0,5.0,Aston Villa,53,1.8607366763962825,49,1.0972668908433898,47,1.4967408411461662,46,1.4056607498992515,49,2.103131180401844,46,1.5358261972897076,0,0,0,0,0,0,0,0,0,0,0,0
D,475.0,Charlie Taylor,4.0,4.0,Southampton,56,0.9915389463765902,54,1.7870678604384476,53,1.413509189253959,54,1.7030376413223682,52,2.2534910503370678,51,1.284012502575704,0,0,0,0,0,0,0,0,0,0,0,0
M,463.0,Adam Lallana,4.5,4.5,Southampton,40,1.2467534395190438,43,1.6257583714329464,42,1.4222729447889724,43,1.722752465651978,44,2.0364534116702866,42,1.3707237742493217,0,0,0,0,0,0,0,0,0,0,0,0
M,527.0,Lucas Paquetá,6.0,6.0,West Ham,60,2.799195013685756,48,1.966168607358952,39,0.9543171699982882,36,1.2541598188680536,37,1.2413283475095158,36,1.2084167889218416,0,0,0,0,0,0,0,0,0,0,0,0
M,349.0,Jack Grealish,7.0,7.0,Man City,36,1.3073393892763987,39,2.166497272400027,36,1.543625153227388,36,1.724631322337301,39,1.1933223447369925,39,1.4836231270152869,0,0,0,0,0,0,0,0,0,0,0,0
M,392.0,Harvey Barnes,7.0,7.0,Newcastle,39,2.070942345690456,39,1.5156882443464257,37,1.6098383737666626,37,1.584186430846341,36,1.454389717624871,36,1.0735365153276837,0,0,0,0,0,0,0,0,0,0,0,0
M,80.0,Luis Sinisterra,5.0,5.0,Bournemouth,39,1.4683072709442304,41,1.7357900871889058,40,1.5120641136139046,38,1.5272531463082673,37,1.148623023434169,36,1.8199628967127008,0,0,0,0,0,0,0,0,0,0,0,0
M,565.0,Pablo Sarabia,6.0,6.0,Wolves,45,1.095600876204619,46,1.7770308027101662,44,1.6009281000377595,42,1.621071678981396,44,1.6106950977760637,43,1.4026787792465665,0,0,0,0,0,0,0,0,0,0,0,0
D,116.0,Valentín Barco,4.5,4.5,Brighton,55,2.1862554133340035,55,2.456140357213615,54,1.1955908771770198,42,1.7959767819100154,29,0.9108605632539052,25,0.4863859401128402,0,0,0,0,0,0,0,0,0,0,0,0
M,243.0,Tom Cairney,5.0,5.0,Fulham,41,1.126894946939223,45,1.5410035201318657,47,1.633163131383733,46,1.5480344962927248,46,1.3395710321164005,50,1.8098360976490004,0,0,0,0,0,0,0,0,0,0,0,0
D,153.0,Benoît Badiashile,5.0,5.0,Chelsea,52,1.228038540993714,49,1.817475422249053,50,1.9907517333846505,48,1.4835624873985265,45,1.1457963904698094,46,1.288639334361038,0,0,0,0,0,0,0,0,0,0,0,0
M,233.0,Amadou Onana,4.5,4.5,Aston Villa,57,2.2524184434467034,57,1.8133243593579973,53,2.1743554626352566,39,1.1213536672459208,27,0.7853677430280188,23,0.6741208209498498,0,0,0,0,0,0,0,0,0,0,0,0
M,113.0,Simon Adingra,6.0,6.0,Brighton,47,1.870099660036757,47,2.2147293208309846,43,1.0970007855418111,35,1.717733409402876,28,1.1180528465901782,24,0.7876041042374727,0,0,0,0,0,0,0,0,0,0,0,0
M,290.0,Bobby Reid,5.5,5.5,Leicester,40,1.5224276389885298,41,1.4650904879087006,42,1.681596245769044,41,1.3762893709763084,43,1.717092955328395,43,1.0143966830489102,0,0,0,0,0,0,0,0,0,0,0,0
D,567.0,Toti Gomes,4.5,4.5,Wolves,89,0.8502925469774202,87,1.5597647499582612,84,1.976643483936044,82,1.6143741178684337,82,1.5270163702642991,81,1.1653528420009482,0,0,0,0,0,0,0,0,0,0,0,0
D,270.0,Jacob Greaves,4.5,4.5,Ipswich,65,1.0678349400197171,63,0.5728348061863184,63,2.0744245819141987,63,1.4202913047512815,64,1.9497831500336824,60,1.583041745902786,0,0,0,0,0,0,0,0,0,0,0,0
D,455.0,Jan Bednarek,4.5,4.5,Southampton,59,0.7421846128874514,60,1.6652324120783133,62,1.3303371347822013,57,1.4969880791975705,58,2.225066407773769,59,1.2011125081812393,0,0,0,0,0,0,0,0,0,0,0,0
D,301.0,Caleb Okoli,4.5,4.5,Leicester,53,1.3638723225847678,54,1.5602858949590048,56,1.6152325304116673,52,1.438552826993786,54,1.918851628197456,55,0.737752455973209,0,0,0,0,0,0,0,0,0,0,0,0
D,564.0,Santiago Bueno,4.0,4.0,Wolves,80,0.9042289718432251,75,1.50523980289581,74,1.8857643951385408,72,1.5526271267303544,71,1.476529202953,70,1.1566873995390936,0,0,0,0,0,0,0,0,0,0,0,0
M,509.0,Timo Werner,6.5,6.5,Spurs,37,1.5703783367183315,36,1.5002682723038097,39,1.4155209972519278,36,0.952167533092418,37,1.611318763872547,36,1.4045422855414316,0,0,0,0,0,0,0,0,0,0,0,0
D,145.0,Joël Veltman,4.5,4.5,Brighton,50,1.7273769959310343,50,1.8650270900736836,50,0.9538093931156348,47,1.8155094298792824,44,1.2096384955187722,45,0.7013943855121666,0,0,0,0,0,0,0,0,0,0,0,0
D,6.0,Jurriën Timber,5.5,5.5,Arsenal,39,1.679978555022161,40,1.241938194561253,39,1.5096316282756912,38,1.0817220256288564,40,0.8811624549354908,40,1.8031151855373289,0,0,0,0,0,0,0,0,0,0,0,0
F,143.0,Deniz Undav,6.0,6.0,Brighton,30,1.1769589753984004,32,1.5485313081018124,34,0.8877149194263468,34,1.8570622699476584,33,1.479671370487236,32,1.2104018782534067,0,0,0,0,0,0,0,0,0,0,0,0
F,110.0,Yoane Wissa,6.5,6.5,Brentford,39,1.3963302339603605,39,1.069050152268335,41,1.7842021849809404,39,0.9048717807294606,41,1.3257606852064543,40,1.655421958686322,0,0,0,0,0,0,0,0,0,0,0,0
F,566.0,Jørgen Strand Larsen,5.5,5.5,Wolves,40,0.97863399037358,40,1.5165727174434307,38,1.3595527225915995,39,1.529883345052118,37,1.3479019927328153,39,1.297035779909777,0,0,0,0,0,0,0,0,0,0,0,0
D,322.0,Joe Gomez,5.5,5.5,Liverpool,49,2.3474055596658365,38,1.2497777240896142,36,0.9319287968203368,36,1.154735912867341,37,1.163020067845917,38,1.14138098918861,0,0,0,0,0,0,0,0,0,0,0,0
M,179.0,Mykhailo Mudryk,6.5,6.5,Chelsea,33,0.8850509861623556,33,1.2926233926103,36,1.4493159574663808,38,1.356358030253369,37,1.479123392494773,38,1.5144597481346451,0,0,0,0,0,0,0,0,0,0,0,0
M,89.0,Mikkel Damsgaard,5.0,5.0,Brentford,45,1.3513210237848177,45,1.016738117732868,46,1.6462669320037282,47,1.0163454404853045,47,1.292803369664662,47,1.6422019651958966,0,0,0,0,0,0,0,0,0,0,0,0
M,192.0,Jordan Ayew,6.0,6.0,Crystal Palace,42,1.249654322900302,42,1.466668177261153,42,1.1085123399656096,43,1.5621772173179191,41,1.3406110492932115,41,1.1903185347141354,0,0,0,0,0,0,0,0,0,0,0,0
D,263.0,Cameron Burgess,4.5,4.5,Ipswich,49,0.9319900661754212,51,0.6149933544280356,53,1.8422069506002383,50,1.2643668809145925,51,1.674615287293602,54,1.5367863049928336,0,0,0,0,0,0,0,0,0,0,0,0
D,307.0,Jannik Vestergaard,4.5,4.5,Leicester,53,1.2078251921202223,55,1.4736950434845926,53,1.3878209987762908,55,1.38675117817503,54,1.8048284682370823,52,0.5895776342639272,0,0,0,0,0,0,0,0,0,0,0,0
